customer_id,signup_date,region,plan_type,tenure_months,monthly_fee_gbp,support_tickets_90d,last_login_days,nps_score,churned_90d,marketing_channel,device_type,income_band,contract_type,revenue_last_3m_gbp
3024,2024-01-23,South,Premium,13,34.63,0,6,31.0,0,Paid search,Desktop,50-75k,Monthly,103.89
3025,2024-12-23,South,Standard,6,19.49,2,0,18.0,0,Paid search,Mobile,75k+,Monthly,58.47
3026,2024-05-15,Midlands,Standard,24,20.86,0,27,34.0,0,Social,Desktop,75k+,Monthly,62.58
3027,2024-05-28,South,Basic,35,11.8,0,5,24.0,0,Referral,Desktop,<25k,Monthly,35.4
3028,2024-11-07,South,Basic,35,10.01,0,15,31.0,0,Organic search,Desktop,25-50k,Monthly,30.03
3029,2024-08-07,South,Basic,20,10.74,1,8,14.0,0,Email,Desktop,25-50k,Monthly,32.22
3030,2024-02-22,Midlands,Standard,33,18.66,2,11,12.0,0,Organic search,Desktop,25-50k,Monthly,55.98
3031,2024-01-28,South,Standard,24,19.64,3,7,31.0,0,Organic search,Desktop,<25k,Annual,58.92
3032,2024-12-13,Midlands,Standard,33,21.15,3,4,20.0,0,Organic search,Desktop,25-50k,Annual,63.45
3033,2024-07-22,Midlands,Standard,14,20.35,1,20,13.0,0,Organic search,Mobile,50-75k,Monthly,61.05
3034,2024-10-22,South,Basic,24,10.6,1,5,24.0,0,Referral,Mobile,25-50k,Monthly,31.8
3035,2024-04-21,Scotland,Basic,34,12.03,0,22,13.0,0,Social,Desktop,<25k,Monthly,36.09
3036,2024-11-05,South,Premium,7,31.39,4,4,4.0,0,Paid search,Mobile,25-50k,Monthly,94.17
3037,2024-12-20,Scotland,Premium,25,29.15,1,44,29.0,0,Organic search,Desktop,75k+,Monthly,87.45
3038,2024-01-21,North,Standard,11,18.46,2,19,12.0,0,Social,Mobile,25-50k,Monthly,55.38
3039,2024-10-21,North,Basic,31,12.1,1,1,22.0,0,Organic search,Mobile,25-50k,Monthly,36.3
3040,2024-03-09,South,Basic,24,10.99,1,23,3.0,0,Paid search,Desktop,75k+,Monthly,32.97
3041,2024-01-27,Wales,Premium,1,34.52,1,11,21.0,0,Social,Mobile,75k+,Monthly,103.56
3042,2024-01-14,Midlands,Basic,19,11.79,0,4,10.0,0,Email,Desktop,<25k,Monthly,35.37
3043,2024-12-21,South,Basic,27,13.53,0,41,22.0,0,Organic search,Tablet,<25k,Annual,40.59
3044,2024-10-05,South,Basic,4,12.97,0,10,15.0,1,Organic search,Desktop,50-75k,Monthly,0.0
3045,2024-04-22,Wales,Standard,18,17.77,0,3,23.0,0,Organic search,Desktop,75k+,Annual,53.31
3046,2024-12-15,South,Standard,5,20.53,2,5,11.0,0,Social,Desktop,50-75k,Monthly,61.59
3047,2024-05-29,Midlands,Basic,22,10.26,0,52,19.0,0,Referral,Desktop,25-50k,Monthly,30.78
3048,2024-05-10,Midlands,Standard,10,20.1,1,1,15.0,0,Social,Desktop,50-75k,Monthly,60.3
3049,2024-04-18,South,Basic,2,12.67,0,4,27.0,0,Paid search,Mobile,25-50k,Monthly,38.01
3050,2024-01-01,North,Standard,35,19.9,0,11,34.0,0,Social,Desktop,50-75k,Monthly,59.7
3051,2024-04-23,North,Standard,31,20.15,1,11,26.0,0,Social,Desktop,75k+,Monthly,60.45
3052,2024-05-19,North,Standard,19,21.61,3,3,2.0,1,Organic search,Desktop,<25k,Monthly,21.61
3053,2024-08-24,Wales,Premium,16,34.12,2,2,27.0,0,Organic search,Desktop,75k+,Annual,102.36
3054,2024-09-08,Wales,Basic,34,13.0,2,23,-4.0,0,Email,Desktop,50-75k,Monthly,39.0
3055,2024-01-24,South,Standard,11,20.11,2,10,16.0,0,Paid search,Mobile,25-50k,Monthly,60.33
3056,2024-09-01,South,Standard,16,19.97,0,11,20.0,0,Organic search,Desktop,<25k,Monthly,59.91
3057,2024-01-09,Scotland,Standard,16,21.5,0,23,23.0,0,Referral,Mobile,<25k,Annual,64.5
3058,2024-08-20,South,Basic,6,13.21,0,2,12.0,0,Social,Mobile,<25k,Monthly,39.63
3059,2024-01-21,North,Basic,15,12.11,1,12,19.0,0,Social,Mobile,25-50k,Monthly,36.33
3060,2024-11-21,Midlands,Basic,22,10.47,1,6,18.0,0,Paid search,Desktop,75k+,Monthly,31.41
3061,2024-07-22,North,Basic,17,11.32,0,9,11.0,0,Organic search,Desktop,75k+,Monthly,33.96
3062,2024-06-25,South,Premium,13,32.35,1,19,29.0,0,Organic search,Desktop,25-50k,Monthly,97.05
3063,2024-04-16,Midlands,Standard,34,20.78,1,3,19.0,0,Paid search,Mobile,75k+,Monthly,62.34
3064,2024-07-17,Midlands,Standard,31,21.91,0,16,34.0,0,Referral,Desktop,<25k,Annual,65.73
3065,2024-09-05,Midlands,Standard,31,20.53,2,43,-5.0,0,Referral,Desktop,25-50k,Monthly,61.59
3066,2024-06-03,Wales,Basic,24,11.54,0,10,30.0,0,Organic search,Mobile,50-75k,Monthly,34.62
3067,2024-12-27,South,Standard,24,17.76,0,24,31.0,0,Referral,Desktop,<25k,Monthly,53.28
3068,2024-05-21,South,Basic,8,13.73,2,4,10.0,0,Social,Desktop,25-50k,Monthly,41.19
3069,2024-06-03,South,Standard,15,21.25,0,20,20.0,0,Social,Desktop,75k+,Monthly,63.75
3070,2024-12-09,South,Basic,17,13.39,0,14,18.0,0,Referral,Mobile,25-50k,Monthly,40.17
3071,2024-11-25,South,Standard,34,21.2,1,20,20.0,0,Email,Mobile,25-50k,Monthly,63.6
3072,2024-04-06,Scotland,Basic,23,10.28,0,1,12.0,1,Organic search,Desktop,25-50k,Monthly,0.0
3073,2024-01-06,South,Premium,3,30.06,2,10,17.0,0,Email,Desktop,50-75k,Annual,90.18
3074,2024-07-05,North,Basic,6,10.45,0,5,12.0,0,Referral,Mobile,<25k,Monthly,31.35
3075,2024-08-15,Wales,Standard,13,21.31,2,40,9.0,0,Email,Desktop,50-75k,Monthly,63.93
3076,2024-11-22,South,Basic,31,10.95,0,20,9.0,0,Paid search,Mobile,25-50k,Monthly,32.85
3077,2024-05-15,Midlands,Standard,21,18.02,0,33,45.0,0,Email,Desktop,<25k,Monthly,54.06
3078,2024-09-23,North,Basic,10,12.43,0,27,7.0,1,Organic search,Desktop,75k+,Monthly,12.43
3079,2024-08-11,North,Basic,23,15.67,2,14,-1.0,0,Referral,Tablet,25-50k,Monthly,47.01
3080,2024-09-25,South,Premium,5,35.64,1,7,28.0,1,Email,Mobile,50-75k,Monthly,71.28
3081,2024-05-08,North,Basic,7,12.19,1,26,35.0,0,Paid search,Mobile,<25k,Monthly,36.57
3082,2024-11-14,North,Standard,15,18.5,1,15,26.0,0,Paid search,Desktop,50-75k,Monthly,55.5
3083,2024-03-18,South,Standard,24,20.28,0,22,30.0,0,Email,Mobile,<25k,Monthly,60.84
3084,2024-12-17,Midlands,Premium,24,31.89,2,23,16.0,0,Organic search,Desktop,25-50k,Monthly,95.67
3085,2024-08-16,South,Premium,24,29.66,2,32,20.0,0,Referral,Desktop,25-50k,Monthly,88.98
3086,2024-05-19,Midlands,Basic,16,12.58,1,30,27.0,0,Organic search,Desktop,25-50k,Monthly,37.74
3087,2024-08-13,Scotland,Basic,32,12.71,1,9,,0,Paid search,Mobile,25-50k,Monthly,38.13
3088,2024-11-08,North,Standard,6,18.62,1,13,18.0,0,Organic search,Desktop,25-50k,Monthly,55.86
3089,2024-10-14,South,Basic,17,12.91,0,9,28.0,0,Referral,Mobile,25-50k,Monthly,38.73
3090,2024-06-13,South,Basic,23,12.21,0,15,24.0,0,Organic search,Desktop,<25k,Monthly,36.63
3091,2024-07-07,Midlands,Basic,10,11.26,0,5,32.0,0,Organic search,Mobile,<25k,Monthly,33.78
3092,2024-10-13,South,Basic,16,12.58,0,28,19.0,0,Organic search,Desktop,50-75k,Monthly,37.74
3093,2024-01-25,Wales,Standard,4,20.79,4,2,16.0,0,Social,Desktop,<25k,Monthly,62.37
3094,2024-07-30,North,Basic,4,15.25,0,5,29.0,0,Organic search,Mobile,<25k,Monthly,45.75
3095,2024-10-11,Midlands,Basic,33,12.37,1,29,30.0,0,Email,Mobile,<25k,Monthly,37.11
3096,2024-09-03,North,Standard,33,21.19,4,16,2.0,0,Social,Mobile,75k+,Monthly,63.57
3097,2024-02-09,Midlands,Basic,11,14.02,0,3,35.0,0,Organic search,Mobile,75k+,Monthly,42.06
3098,2024-11-05,Wales,Standard,23,19.94,0,17,22.0,0,Paid search,Desktop,<25k,Monthly,59.82
3099,2024-01-23,South,Premium,16,31.46,5,26,15.0,1,Social,Mobile,25-50k,Monthly,0.0
3100,2024-07-07,Scotland,Standard,11,20.52,1,3,26.0,0,Referral,Desktop,50-75k,Monthly,61.56
3101,2024-10-01,Midlands,Premium,28,32.84,4,4,3.0,0,Organic search,Mobile,<25k,Monthly,98.52
3102,2024-03-09,North,Standard,8,20.71,0,16,17.0,0,Paid search,Mobile,75k+,Monthly,62.13
3103,2024-06-06,Wales,Basic,15,12.13,1,10,31.0,0,Organic search,Desktop,50-75k,Monthly,36.39
3104,2024-11-30,South,Premium,18,31.78,4,10,21.0,0,Social,Mobile,25-50k,Monthly,95.34
3105,2024-03-11,South,Premium,7,31.86,2,13,21.0,0,Organic search,Mobile,25-50k,Monthly,95.58
3106,2024-06-09,Wales,Standard,2,21.14,0,1,18.0,0,Email,Desktop,25-50k,Monthly,63.42
3107,2024-10-13,Wales,Basic,5,13.01,0,20,26.0,0,Organic search,Mobile,50-75k,Annual,39.03
3108,2024-07-24,Wales,Basic,23,11.86,1,8,9.0,0,Organic search,Mobile,25-50k,Monthly,35.58
3109,2024-08-30,Midlands,Standard,27,18.95,2,6,38.0,0,Social,Tablet,75k+,Monthly,56.85
3110,2024-01-21,North,Basic,4,13.19,0,2,24.0,0,Referral,Mobile,50-75k,Monthly,39.57
3111,2024-11-04,Midlands,Basic,6,14.05,0,3,18.0,0,Organic search,Mobile,25-50k,Monthly,42.15
3112,2024-02-17,Wales,Standard,22,18.7,1,15,6.0,0,Paid search,Desktop,25-50k,Monthly,56.1
3113,2024-06-15,North,Premium,22,31.69,3,10,24.0,0,Organic search,Desktop,25-50k,Monthly,95.07
3114,2024-10-12,Midlands,Standard,13,19.1,0,22,22.0,0,Social,Mobile,50-75k,Monthly,57.3
3115,2024-05-06,Scotland,Standard,31,21.5,1,23,19.0,0,Referral,Mobile,75k+,Annual,64.5
3116,2024-02-19,South,Standard,7,21.54,0,3,12.0,0,Referral,Mobile,25-50k,Monthly,64.62
3117,2024-03-08,Midlands,Standard,18,21.48,0,12,38.0,0,Organic search,Tablet,25-50k,Annual,64.44
3118,2024-02-11,Midlands,Basic,32,13.69,0,10,18.0,0,Paid search,Mobile,<25k,Monthly,41.07
3119,2024-02-28,Midlands,Basic,5,11.89,2,2,0.0,0,Referral,Mobile,25-50k,Monthly,35.67
3120,2024-07-31,North,Premium,2,34.81,4,27,4.0,1,Organic search,Desktop,25-50k,Monthly,34.81
3121,2024-04-16,North,Basic,11,10.68,0,6,16.0,0,Paid search,Mobile,<25k,Monthly,32.04
3122,2024-01-07,Scotland,Standard,23,21.04,2,11,8.0,1,Referral,Mobile,25-50k,Monthly,0.0
3123,2024-10-30,Scotland,Standard,10,19.1,2,7,10.0,0,Referral,Mobile,25-50k,Monthly,57.3
3124,2024-04-05,Midlands,Premium,29,29.46,1,12,29.0,0,Referral,Mobile,50-75k,Monthly,88.38
3125,2024-04-11,South,Premium,30,31.05,0,7,20.0,0,Paid search,Mobile,<25k,Monthly,93.15
3126,2024-02-08,North,Standard,33,20.1,2,18,13.0,0,Paid search,Desktop,50-75k,Monthly,60.3
3127,2024-12-26,Scotland,Standard,4,21.27,1,21,16.0,0,Organic search,Mobile,50-75k,Monthly,63.81
3128,2024-02-05,Scotland,Basic,13,12.45,0,10,23.0,0,Referral,Desktop,75k+,Monthly,37.35
3129,2024-11-13,Midlands,Basic,13,12.06,3,23,-9.0,0,Organic search,Mobile,25-50k,Annual,36.18
3130,2024-10-01,North,Basic,23,11.84,1,22,22.0,0,Organic search,Desktop,<25k,Monthly,35.52
3131,2024-01-14,South,Premium,16,31.31,3,10,11.0,0,Organic search,Desktop,25-50k,Monthly,93.93
3132,2024-09-05,Midlands,Basic,11,12.59,0,41,6.0,0,Organic search,Mobile,75k+,Monthly,37.77
3133,2024-05-02,South,Basic,31,10.77,0,34,22.0,0,Paid search,Mobile,75k+,Monthly,32.31
3134,2024-05-13,Wales,Standard,35,20.36,0,2,24.0,0,Organic search,Desktop,25-50k,Monthly,61.08
3135,2024-09-20,Scotland,Basic,25,10.8,2,5,13.0,1,Organic search,Tablet,<25k,Monthly,21.6
3136,2024-02-23,Wales,Premium,17,33.17,5,16,9.0,0,Paid search,Mobile,25-50k,Monthly,99.51
3137,2024-05-29,North,Standard,16,21.17,0,7,21.0,0,Social,Mobile,25-50k,Monthly,63.51
3138,2024-01-20,Midlands,Standard,17,19.92,0,1,32.0,0,Paid search,Tablet,50-75k,Monthly,59.76
3139,2024-02-16,North,Standard,28,19.88,0,2,21.0,0,Email,Mobile,<25k,Monthly,59.64
3140,2024-11-30,North,Basic,21,11.16,1,10,26.0,0,Referral,Mobile,<25k,Monthly,33.48
3141,2024-12-20,South,Standard,32,17.27,0,7,14.0,0,Email,Desktop,<25k,Monthly,51.81
3142,2024-08-16,North,Basic,3,12.22,1,9,19.0,0,Referral,Desktop,25-50k,Annual,36.66
3143,2024-04-12,South,Standard,31,19.26,1,4,8.0,0,Organic search,Mobile,<25k,Monthly,57.78
3144,2024-01-03,North,Standard,2,20.37,1,34,14.0,1,Paid search,Desktop,50-75k,Monthly,0.0
3145,2024-05-06,South,Standard,19,19.58,2,36,10.0,0,Social,Mobile,<25k,Annual,58.74
3146,2024-08-15,Scotland,Basic,31,11.18,0,14,25.0,0,Referral,Desktop,<25k,Monthly,33.54
3147,2024-10-17,North,Basic,4,12.1,0,2,,0,Organic search,Desktop,25-50k,Monthly,36.3
3148,2024-05-14,Scotland,Standard,35,18.83,0,25,23.0,0,Social,Desktop,75k+,Monthly,56.49
3149,2024-02-06,Wales,Basic,22,12.11,0,15,3.0,0,Referral,Mobile,50-75k,Monthly,36.33
3150,2024-03-22,North,Premium,4,32.58,0,12,47.0,0,Social,Tablet,25-50k,Monthly,97.74
3151,2024-03-30,North,Standard,25,20.4,0,12,31.0,0,Social,Desktop,25-50k,Monthly,61.2
3152,2024-10-15,North,Basic,10,13.28,0,30,20.0,0,Organic search,Tablet,50-75k,Monthly,39.84
3153,2024-03-04,Wales,Basic,4,12.61,0,6,17.0,0,Referral,Desktop,25-50k,Monthly,37.83
3154,2024-02-11,South,Premium,1,35.26,3,20,5.0,0,Social,Mobile,25-50k,Annual,105.78
3155,2024-03-29,South,Basic,30,12.41,1,23,19.0,0,Paid search,Desktop,<25k,Monthly,37.23
3156,2024-08-27,North,Premium,3,30.58,3,2,19.0,1,Paid search,Desktop,75k+,Monthly,30.58
3157,2024-02-23,Midlands,Basic,2,9.9,2,16,30.0,0,Email,Mobile,50-75k,Monthly,29.7
3158,2024-04-22,North,Basic,34,13.81,0,10,19.0,0,Email,Desktop,50-75k,Annual,41.43
3159,2024-08-13,Wales,Standard,3,21.29,2,19,4.0,0,Social,Mobile,50-75k,Monthly,63.87
3160,2024-03-14,North,Premium,22,34.21,2,10,27.0,0,Referral,Desktop,25-50k,Annual,102.63
3161,2024-10-30,North,Standard,4,20.19,0,3,21.0,0,Paid search,Mobile,75k+,Monthly,60.57
3162,2024-07-20,Scotland,Standard,27,20.46,1,8,23.0,0,Referral,Mobile,25-50k,Monthly,61.38
3163,2024-11-19,South,Basic,12,12.87,1,5,,0,Referral,Tablet,25-50k,Annual,38.61
3164,2024-05-30,South,Basic,24,12.36,0,39,24.0,0,Referral,Desktop,25-50k,Annual,37.08
3165,2024-09-13,South,Basic,26,10.11,0,16,17.0,0,Email,Mobile,25-50k,Annual,30.33
3166,2024-09-09,Midlands,Basic,4,14.66,3,13,9.0,0,Organic search,Desktop,25-50k,Monthly,43.98
3167,2024-03-16,Midlands,Standard,20,21.13,3,17,11.0,0,Email,Desktop,50-75k,Monthly,63.39
3168,2024-11-22,Midlands,Standard,5,19.55,0,31,-5.0,0,Referral,Mobile,25-50k,Annual,58.65
3169,2024-06-30,South,Standard,18,20.45,1,19,17.0,0,Organic search,Mobile,25-50k,Monthly,61.35
3170,2024-08-24,South,Basic,16,12.53,1,9,23.0,1,Organic search,Mobile,50-75k,Monthly,0.0
3171,2024-01-06,North,Basic,1,14.23,0,3,15.0,0,Organic search,Mobile,<25k,Annual,42.69
3172,2024-01-01,South,Standard,11,19.21,1,29,12.0,0,Organic search,Mobile,<25k,Monthly,57.63
3173,2024-01-29,Midlands,Basic,2,11.47,0,9,16.0,0,Paid search,Mobile,50-75k,Monthly,34.41
3174,2024-01-27,North,Standard,12,19.9,1,8,20.0,0,Email,Mobile,50-75k,Monthly,59.7
3175,2024-05-24,North,Standard,26,18.2,1,14,16.0,0,Social,Mobile,25-50k,Annual,54.6
3176,2024-04-29,South,Basic,11,13.85,0,25,14.0,0,Referral,Desktop,25-50k,Monthly,41.55
3177,2024-02-23,North,Standard,30,19.86,2,8,12.0,0,Email,Mobile,50-75k,Annual,59.58
3178,2024-06-24,Midlands,Standard,5,18.49,0,41,21.0,1,Organic search,Mobile,25-50k,Monthly,0.0
3179,2024-02-29,Midlands,Basic,33,10.09,0,26,5.0,0,Referral,Mobile,25-50k,Monthly,30.27
3180,2024-02-20,North,Standard,4,21.58,3,20,26.0,0,Email,Desktop,<25k,Monthly,64.74
3181,2024-01-10,South,Standard,9,20.22,0,16,30.0,1,Organic search,Desktop,25-50k,Monthly,40.44
3182,2024-06-19,Scotland,Standard,19,16.86,1,2,33.0,0,Organic search,Desktop,75k+,Annual,50.58
3183,2024-10-06,North,Basic,14,12.05,1,7,16.0,0,Referral,Desktop,25-50k,Annual,36.15
3184,2024-12-01,Midlands,Standard,21,20.4,1,14,27.0,0,Paid search,Mobile,50-75k,Annual,61.2
3185,2024-02-12,Scotland,Basic,9,9.43,0,5,7.0,0,Social,Mobile,25-50k,Annual,28.29
3186,2024-12-21,South,Basic,24,10.65,2,24,1.0,0,Social,Desktop,75k+,Monthly,31.95
3187,2024-11-07,South,Basic,36,13.56,0,23,29.0,0,Social,Mobile,25-50k,Monthly,40.68
3188,2024-04-19,North,Basic,3,11.38,0,10,15.0,1,Paid search,Mobile,50-75k,Annual,11.38
3189,2024-12-05,Midlands,Standard,36,21.94,2,4,24.0,0,Organic search,Mobile,<25k,Annual,65.82
3190,2024-09-29,South,Basic,5,13.4,0,10,13.0,0,Social,Desktop,<25k,Monthly,40.2
3191,2024-12-24,Scotland,Premium,6,32.16,3,8,23.0,0,Paid search,Tablet,<25k,Monthly,96.48
3192,2024-10-16,South,Basic,10,13.11,1,28,20.0,0,Social,Mobile,25-50k,Monthly,39.33
3193,2024-02-21,South,Basic,20,12.63,0,18,17.0,0,Organic search,Desktop,25-50k,Monthly,37.89
3194,2024-01-15,South,Basic,12,12.09,0,2,29.0,0,Referral,Mobile,<25k,Monthly,36.27
3195,2024-02-25,South,Basic,7,13.35,2,44,7.0,1,Paid search,Mobile,25-50k,Monthly,26.7
3196,2024-10-06,South,Standard,28,18.68,1,21,18.0,0,Referral,Mobile,25-50k,Monthly,56.04
3197,2024-02-29,Wales,Basic,31,11.37,0,8,22.0,0,Organic search,Mobile,25-50k,Monthly,34.11
3198,2024-03-25,Midlands,Standard,1,20.55,6,3,-9.0,0,Paid search,Mobile,<25k,Monthly,61.65
3199,2024-11-19,Midlands,Standard,13,21.16,1,13,18.0,0,Referral,Mobile,25-50k,Monthly,63.48
3200,2024-10-23,North,Premium,35,29.17,2,2,16.0,0,Organic search,Mobile,25-50k,Monthly,87.51
3201,2024-08-21,Midlands,Premium,19,30.09,0,20,16.0,0,Social,Desktop,25-50k,Monthly,90.27
3202,2024-12-18,Midlands,Standard,31,21.28,1,12,31.0,0,Referral,Desktop,25-50k,Monthly,63.84
3203,2024-03-06,Midlands,Standard,7,21.57,2,17,6.0,0,Social,Mobile,<25k,Annual,64.71
3204,2024-01-28,North,Basic,32,9.37,0,2,12.0,0,Social,Mobile,50-75k,Annual,28.11
3205,2024-04-04,Wales,Basic,6,11.87,0,16,18.0,0,Organic search,Mobile,25-50k,Annual,35.61
3206,2024-05-07,Midlands,Standard,27,15.93,2,8,5.0,0,Email,Desktop,<25k,Annual,47.79
3207,2024-04-18,North,Basic,21,13.63,1,8,28.0,0,Referral,Mobile,25-50k,Monthly,40.89
3208,2024-04-14,Scotland,Standard,27,19.04,1,12,31.0,0,Paid search,Desktop,50-75k,Monthly,57.12
3209,2024-02-09,South,Basic,17,10.59,0,34,27.0,0,Email,Desktop,25-50k,Monthly,31.77
3210,2024-05-07,North,Premium,1,30.51,3,6,9.0,0,Organic search,Mobile,25-50k,Monthly,91.53
3211,2024-12-20,Midlands,Basic,7,14.37,2,6,17.0,1,Referral,Mobile,75k+,Monthly,28.74
3212,2024-04-11,North,Premium,31,34.23,2,2,28.0,0,Email,Desktop,<25k,Monthly,102.69
3213,2024-09-11,Scotland,Standard,11,20.87,2,3,34.0,0,Paid search,Desktop,25-50k,Monthly,62.61
3214,2024-01-30,Midlands,Standard,18,19.19,1,23,,1,Referral,Desktop,25-50k,Monthly,38.38
3215,2024-03-27,North,Standard,12,20.23,0,19,35.0,0,Referral,Mobile,<25k,Monthly,60.69
3216,2024-11-22,South,Basic,6,11.42,0,29,24.0,0,Paid search,Mobile,50-75k,Monthly,34.26
3217,2024-03-11,Midlands,Standard,17,21.3,3,17,8.0,0,Organic search,Mobile,25-50k,Monthly,63.9
3218,2024-06-07,Wales,Standard,35,18.71,1,5,35.0,0,Organic search,Desktop,25-50k,Annual,56.13
3219,2024-02-01,Midlands,Basic,35,11.62,1,18,9.0,0,Email,Tablet,<25k,Monthly,34.86
3220,2024-05-29,South,Standard,6,20.03,1,24,14.0,0,Organic search,Desktop,<25k,Monthly,60.09
3221,2024-02-26,South,Standard,14,19.82,1,7,14.0,0,Organic search,Mobile,<25k,Monthly,59.46
3222,2024-06-08,North,Standard,15,19.52,1,10,15.0,0,Organic search,Mobile,<25k,Monthly,58.56
3223,2024-12-09,South,Standard,8,22.63,1,6,18.0,0,Organic search,Desktop,25-50k,Monthly,67.89
3224,2024-08-20,Scotland,Basic,34,11.19,1,14,9.0,0,Paid search,Desktop,25-50k,Monthly,33.57
3225,2024-07-12,South,Standard,3,21.39,1,10,8.0,0,Paid search,Desktop,25-50k,Monthly,64.17
3226,2024-11-12,North,Basic,28,13.38,1,16,20.0,0,Social,Mobile,<25k,Monthly,40.14
3227,2024-08-19,South,Standard,1,21.75,3,8,9.0,0,Social,Tablet,50-75k,Monthly,65.25
3228,2024-02-19,Scotland,Standard,31,20.81,1,17,16.0,0,Email,Mobile,25-50k,Monthly,62.43
3229,2024-05-27,North,Standard,24,21.23,2,8,5.0,0,Organic search,Desktop,50-75k,Monthly,63.69
3230,2024-12-03,North,Basic,35,12.47,0,9,26.0,0,Organic search,Mobile,50-75k,Monthly,37.41
3231,2024-11-03,Midlands,Basic,25,8.94,1,34,33.0,0,Email,Mobile,50-75k,Monthly,26.82
3232,2024-11-14,South,Basic,31,13.15,0,18,18.0,0,Organic search,Mobile,25-50k,Monthly,39.45
3233,2024-08-20,Wales,Premium,32,30.19,2,8,32.0,0,Organic search,Mobile,25-50k,Monthly,90.57
3234,2024-07-16,Midlands,Basic,36,12.07,0,27,17.0,0,Referral,Desktop,25-50k,Monthly,36.21
3235,2024-06-27,Midlands,Premium,19,31.09,0,1,22.0,0,Social,Mobile,25-50k,Monthly,93.27
3236,2024-10-02,South,Basic,16,13.14,2,8,9.0,0,Paid search,Mobile,50-75k,Monthly,39.42
3237,2024-02-04,South,Basic,10,12.71,1,5,13.0,0,Social,Mobile,50-75k,Annual,38.13
3238,2024-11-29,South,Basic,14,14.69,2,30,10.0,0,Paid search,Mobile,75k+,Annual,44.07
3239,2024-06-04,North,Premium,22,31.55,2,3,31.0,0,Referral,Desktop,<25k,Monthly,94.65
3240,2024-07-24,Wales,Standard,3,19.28,1,9,22.0,0,Organic search,Mobile,75k+,Monthly,57.84
3241,2024-11-27,North,Standard,29,19.4,1,1,,0,Social,Mobile,25-50k,Monthly,58.2
3242,2024-08-11,North,Basic,8,14.46,0,11,16.0,0,Email,Desktop,<25k,Annual,43.38
3243,2024-03-21,South,Standard,24,20.75,4,7,9.0,1,Paid search,Desktop,<25k,Monthly,41.5
3244,2024-02-14,North,Premium,18,32.83,2,7,16.0,0,Organic search,Desktop,25-50k,Monthly,98.49
3245,2024-08-18,Wales,Basic,12,13.5,2,4,13.0,0,Paid search,Mobile,50-75k,Annual,40.5
3246,2024-06-14,South,Basic,9,12.38,0,22,24.0,1,Organic search,Mobile,50-75k,Monthly,24.76
3247,2024-07-13,North,Basic,26,12.16,3,48,-2.0,0,Email,Desktop,<25k,Annual,36.48
3248,2024-06-28,Scotland,Basic,14,13.66,0,8,5.0,0,Paid search,Desktop,75k+,Monthly,40.98
3249,2024-05-19,Midlands,Standard,3,20.59,2,15,,0,Organic search,Desktop,50-75k,Monthly,61.77
3250,2024-03-05,North,Basic,18,11.7,0,10,17.0,0,Referral,Mobile,25-50k,Monthly,35.1
3251,2024-12-27,South,Basic,23,16.6,0,1,42.0,0,Social,Mobile,50-75k,Monthly,49.8
3252,2024-11-14,North,Basic,2,14.06,1,7,24.0,0,Organic search,Desktop,25-50k,Monthly,42.18
3253,2024-08-21,South,Basic,30,11.31,1,22,11.0,0,Social,Mobile,<25k,Monthly,33.93
3254,2024-05-05,Scotland,Basic,27,12.46,1,21,9.0,0,Organic search,Desktop,50-75k,Monthly,37.38
3255,2024-11-11,South,Basic,20,11.87,0,22,4.0,0,Referral,Mobile,25-50k,Monthly,35.61
3256,2024-01-19,South,Basic,20,9.14,0,2,40.0,0,Social,Desktop,25-50k,Monthly,27.42
3257,2024-06-14,Midlands,Standard,26,19.75,1,3,23.0,0,Paid search,Mobile,75k+,Monthly,59.25
3258,2024-07-20,Midlands,Standard,4,17.58,2,11,13.0,1,Email,Mobile,<25k,Monthly,17.58
3259,2024-09-04,Midlands,Standard,11,18.75,1,19,24.0,1,Organic search,Mobile,50-75k,Monthly,0.0
3260,2024-12-01,South,Basic,5,12.92,3,4,8.0,1,Paid search,Mobile,25-50k,Annual,25.84
3261,2024-07-24,South,Basic,35,10.52,0,1,15.0,0,Email,Desktop,50-75k,Annual,31.56
3262,2024-09-21,Midlands,Standard,23,17.26,1,5,12.0,0,Paid search,Desktop,25-50k,Annual,51.78
3263,2024-07-15,Midlands,Standard,16,19.07,0,6,20.0,0,Paid search,Desktop,75k+,Monthly,57.21
3264,2024-03-13,Midlands,Standard,19,19.27,0,12,23.0,0,Organic search,Desktop,50-75k,Monthly,57.81
3265,2024-12-21,South,Premium,2,31.83,2,1,10.0,0,Paid search,Mobile,25-50k,Monthly,95.49
3266,2024-06-28,Midlands,Standard,31,20.82,0,30,21.0,0,Organic search,Mobile,25-50k,Monthly,62.46
3267,2024-05-18,Midlands,Standard,29,20.32,0,5,28.0,0,Referral,Mobile,25-50k,Monthly,60.96
3268,2024-08-01,Midlands,Standard,20,19.3,2,18,23.0,0,Organic search,Mobile,25-50k,Monthly,57.9
3269,2024-04-13,North,Premium,11,32.02,0,5,19.0,0,Organic search,Mobile,25-50k,Monthly,96.06
3270,2024-08-30,South,Standard,7,20.71,2,37,20.0,0,Organic search,Mobile,<25k,Monthly,62.13
3271,2024-12-10,South,Standard,4,20.63,0,3,26.0,0,Paid search,Mobile,50-75k,Monthly,61.89
